日期,一房成交套数,一房成交面积,一房成交均价,一房可售套数,一房可售面积,二房成交套数,二房成交面积,二房成交均价,二房可售套数,二房可售面积,三房成交套数,三房成交面积,三房成交均价,三房可售套数,三房可售面积,四房成交套数,四房成交面积,四房成交均价,四房可售套数,四房可售面积,四房以上成交套数,四房以上成交面积,四房以上成交均价,四房以上可售套数,四房以上可售面积,复式成交套数,复式成交面积,复式成交均价,复式可售套数,复式可售面积,复式住宅成交套数,复式住宅成交面积,复式住宅成交均价,复式住宅可售套数,复式住宅可售面积,别墅成交套数,别墅成交面积,别墅成交均价,别墅可售套数,别墅可售面积,90平方米以下成交套数,90平方米以下成交面积,90平方米以下成交均价,90平方米以下成交金额,90~140平方米成交套数,90~140平方米成交面积,90~140平方米成交均价,90~140平方米成交金额,144平方米以上成交套数,144平方米以上成交面积,144平方米以上成交均价,144平方米以上成交金额,商业成交套数,商业成交面积,商业成交均价,商业可售套数,商业可售面积,办公楼成交套数,办公楼成交面积,办公楼成交均价,办公楼可售套数,办公楼可售面积,住宅成交套数,住宅成交面积,住宅成交均价,住宅可售套数,住宅可售面积
20160601,26,2159.81,45178,5815,460147.73,53,4404.62,46721,15403,1336274.53,33,3946.80,62311,11703,1354308.96,10,1481.59,64559,3259,607761.40,1,180.56,95657,858,196261.08,1,100.24,66902,392,70923.72,0,0,0,914,181212.63,0,0,0,20,10490.03,108,8722.58,47738,416401967,25,2935.59,60480,177543709,10,1938.75,73537,142570080,59,3704.12,56517,20010,2134168.29,0,0,0,4173,635171.56,143,13596.92,54168,38850,4269797.92
20160602,10,874.83,73743,5805,459272.90,41,3959.17,57999,15382,1334054.64,18,2005.70,61481,11748,1359802.03,16,3365.45,88237,3278,611405.50,2,339.31,86784,856,195921.77,0,0,0,392,70923.72,2,158.58,123472,912,181054.05,0,0,0,20,10490.03,83,6627.19,52713,349341683,16,2008.55,54532,109530744,17,3975.50,101788,404659171,44,2970.78,61327,19970,2139321.56,1,42.67,58289,4172,635128.89,116,12611.24,68473,38852,4273434.28
20160603,15,1292.74,68355,5790,457980.16,41,3370.10,44770,15431,1338560.78,38,4201.77,48732,11746,1359848.82,17,3333.24,86780,3392,633746.74,2,586.43,105772,854,195335.34,2,334.08,77035,390,70589.64,3,452.56,79340,909,180601.49,0,0,0,20,10490.03,99,7756.42,52180,404730003,26,3185.50,48007,152926476,23,4671.26,87659,409479296,63,3666.57,45276,20080,2150338.04,0,0,0,4237,638653.02,148,15613.18,61944,38961,4295620.38
20160605,15,1292.74,68355,5790,457980.16,41,3370.10,44770,15431,1338560.78,38,4201.77,48732,11746,1359848.82,17,3333.24,86780,3392,633746.74,2,586.43,105772,854,195335.34,2,334.08,77035,390,70589.64,3,452.56,79340,909,180601.49,0,0,0,20,10490.03,99,7756.42,52180,404730003,26,3185.50,48007,152926476,23,4671.26,87659,409479296,63,3666.57,45276,20080,2150338.04,0,0,0,4237,638653.02,148,15613.18,61944,38961,4295620.38
20160606,23,2174.87,84375,5718,450597.56,44,3704.06,47718,15340,1328328.60,69,7184.17,48267,11853,1382357.12,21,2769.45,44195,3371,631077.98,0,0,0,854,195335.34,2,201.29,70508,393,71528.31,0,0,0,908,180425.34,0,0,0,28,12443.47,106,9070.64,48548,440364656,43,5209.37,50825,264766582,10,1753.83,78951,138466527,7,501.26,42733,20033,2147471.84,8,493.39,22349,4221,637672.75,159,16033.84,52614,38876,4299516.39
20160607,8,639.66,39145,5756,454964.16,50,4499.89,48448,15841,1367875.40,35,3590.77,49562,12261,1417832.77,13,2567.80,66215,3504,650122.53,4,723.47,61271,850,194611.87,1,176.09,48854,392,71352.22,1,150.61,24946,907,180274.73,0,0,0,28,12443.47,82,6652.33,42976,285888329,24,2845.92,56498,160789633,18,3621.27,66319,240158329,38,2454.81,50809,19994,2144871.52,18,945.60,50726,4202,636563.36,124,13119.52,52352,39938,4396128.59
20160608,19,1860.39,80966,5813,457408.33,26,2628.02,64293,16484,1420712.20,45,5354.69,64566,12392,1432995.51,16,3164.59,90242,3509,650072.40,3,491.04,73735,847,194120.83,0,0,0,386,70303.34,3,433.33,24912,904,179841.40,0,0,0,28,12443.47,67,5547.14,54763,303776687,20,2470.48,56831,140398757,37,6839.27,88088,602456820,48,2999.34,55703,20122,2157130.69,8,1158.72,69091,4194,635404.64,124,14856.89,70448,40750,4463624.09
20160614,20,1627.70,59944,5726,450040.43,60,5289.26,46870,16276,1402677.90,28,3020.12,53817,12263,1418923.11,12,1738.31,59841,3484,649100.85,0,0,0,844,193624.87,1,165.81,80509,366,66991.79,2,362.76,38785,902,179510.41,0,0,0,28,12443.47,89,7517.60,50532,379879877,22,2653.12,44971,119312643,12,2033.24,68984,140261978,32,1907.14,51241,20734,2192183.30,4,805.49,66045,4167,631534.65,123,12203.96,52397,40224,4415488.16
20160615,13,1057.49,67936,5719,449495.44,60,4972.33,40042,15804,1369393.15,39,3990.26,45005,11891,1383795.36,23,3957.22,73663,3349,630757.41,19,6534.08,153095,825,187090.79,6,764.93,67642,364,66627.82,9,3927.28,157430,893,175583.13,0,0,0,28,12443.47,115,9321.82,44749,417143131,24,2869.09,49249,141300122,45,13974.62,136099,1901935303,52,3291.24,57208,20400,2160424.61,10,579.28,42025,4157,630955.37,184,26165.53,94031,39193,4316399.96
20160616,16,1408.25,70801,5704,448168.11,68,6069.91,52211,16183,1395124.28,63,6343.36,43470,12170,1409919.78,21,3692.06,69448,3440,641433.70,6,1726.23,118446,821,186260.40,0,0,0,364,66627.82,5,1000.97,40400,888,174582.16,0,0,0,28,12443.47,145,11860.29,45569,540457750,31,3972.98,46768,185807747,24,5853.58,92603,542056717,31,2495.88,49823,20652,2186440.24,4,233.26,38660,4153,630722.11,200,21686.85,58483,39897,4374327.04
20160617,17,1381.53,63635,5693,447479.24,42,3878.10,56989,16119,1389747.27,23,2669.55,59700,12055,1397696.42,14,2650.66,70213,3426,638894.42,1,254.84,86740,821,186260.40,0,0,0,364,66627.82,0,0,0,886,173958.71,0,0,0,28,12443.47,88,6805.31,53151,361707023,16,1973.84,62496,123357925,18,3581.27,76593,274299380,52,3507.27,51384,20600,2182932.97,1,51.46,46291,4152,630670.65,122,12360.42,61435,39666,4351349.33
20160620,8,673.42,63338,5666,445190.96,36,3092.67,52892,15763,1363639.53,22,2239.47,56713,11926,1378493.76,5,997.59,57024,3409,635933.45,0,0,0,819,185891.44,1,100.14,66194,363,66527.68,0,0,0,886,173958.71,0,0,0,28,12443.47,56,4794.33,54669,262103553,10,1156.18,59309,68571895,6,1152.78,57319,66076149,18,1137,42743,20381,2154680.59,0,0,0,4151,630627.98,72,7103.29,55855,39133,4300295.10
20160621,15,1304.54,57858,5648,443709.40,69,5977.69,42516,15696,1357845.01,42,4349.30,45101,11884,1374144.46,9,1564.81,63944,3416,637101.39,0,0,0,819,185891.44,0,0,0,363,66527.68,0,0,0,886,173958.71,0,0,0,28,12443.47,105,8750.87,39671,347158615,22,2812.34,46448,130626556,8,1633.13,90660,148058973,47,3585.68,55397,20334,2151094.91,4,205.67,49437,4147,630422.31,135,13196.34,47426,39013,4289837.66
20160622,32,3329.14,76817,5616,440380.26,67,6598.47,59974,15630,1351322.03,31,3756.63,51024,11854,1370582.04,16,2442.69,55767,3382,631615.14,3,595.59,65912,816,185295.85,1,168.94,47177,362,66358.74,2,174.66,126227,884,173784.05,0,0,0,28,12443.47,97,8162.31,50176,409556105,30,3686.77,51239,188906856,28,5581.47,83189,464318449,31,4691.83,67566,20303,2146403.08,8,416.16,39764,4139,630006.15,155,17430.55,60972,38842,4269633.25
20160623,8,858.52,68904,5608,439521.74,55,5023.24,54137,15575,1346295.79,56,5374.36,51450,11799,1365322.94,7,1136.47,62783,3375,630478.67,0,0,0,816,185295.85,0,0,0,362,66358.74,1,261.93,48183,883,173522.12,0,0,0,28,12443.47,97,8267.67,49566,409794559,20,2409.67,50382,121403553,10,1977.18,81115,160379870,89,4610.22,41811,20229,2142882.75,10,895.21,46227,4433,698167.96,127,12654.52,54651,38716,4257090.99
20160704,10,862.67,71797,5668,451806.54,18,1489.45,49098,15239,1332073.98,23,2187.49,51649,11483,1336386.05,6,817.42,58598,3054,574337.58,0,0,0,799,181144.57,2,306.30,68783,383,71663.99,0,0,0,876,173134.13,0,0,0,28,12443.47,48,4104.59,52901,217135950,8,1015.94,54006,54866768,4,664.33,76504,50823954,1,62.39,126943,18683,2041808.36,0,0,0,4377,689995.94,60,5784.86,55805,37751,4167657.84
20160705,12,1021.21,43978,5656,450785.33,75,6352.20,44024,15166,1325892.76,36,3660.08,45514,11447,1332725.97,5,1139.13,72053,3049,573198.45,1,254.62,89619,798,180889.95,0,0,0,382,71563.75,0,0,0,876,173134.13,0,0,0,28,12443.47,105,8727.44,43374,378541376,19,2368.58,42959,101751567,6,1453.19,83058,120699482,45,3744.04,43386,18638,2038064.32,3,292.29,40222,4373,689619,130,12549.21,47891,37622,4155179.37
20160706,24,2061.93,55775,5633,448796.06,46,7004.51,94590,15120,1318887.76,35,5891.91,88689,11410,1326713.68,6,1865.42,130320,3039,570531.23,5,1840.27,135178,794,179385.52,1,266.49,33913,381,71297.26,0,0,0,876,173134.13,0,0,0,28,12443.47,69,5875.87,49371,290095859,8,971.12,55184,53590523,40,12083.54,120604,1457325970,25,1605.76,52969,18469,2023533.48,2,102.92,48114,4326,685768.95,117,18930.53,95138,37549,4138797.28
20160707,9,767.06,70446,5624,448029,50,4702.46,60006,15674,1358841.67,29,4437.68,83921,11745,1359828.35,10,1831.30,76882,3064,580563.68,1,546.65,145894,793,178838.87,1,100.24,66554,381,71297.26,0,0,0,876,173134.13,0,0,0,28,12443.47,67,5593.04,49540,277077136,13,1577.09,56935,89792380,20,5215.26,109099,568978169,8,472.91,41138,18671,2048987.14,0,0,0,4326,685768.95,100,12385.39,75561,38447,4220403.52
20160708,10,956.57,71402,5614,447072.43,46,4316.20,63768,15627,1354436.80,28,2837.83,43903,11712,1356460.64,6,997.66,64857,3053,578862.34,0,0,0,793,178838.87,0,0,0,358,65684.73,4,818.93,49181,872,172315.20,0,0,0,28,12443.47,69,5831.51,50849,296528166,12,1577.52,54044,85255875,13,2518.16,75977,191322908,27,1956.15,52943,18644,2047030.99,0,0,0,4326,685768.95,94,9927.19,57731,38319,4203541.57
20160711,5,404.21,59523,5600,445936.32,26,2275.89,61739,15490,1343061.09,38,3801.72,51057,11478,1334908.18,2,253.64,58319,3041,576148.96,0,0,0,793,178838.87,0,0,0,358,65684.73,1,87.28,161787,867,171712.77,0,0,0,28,12443.47,58,4814.97,53208,256192547,8,1004.39,58890,59148916,6,1003.38,72002,72245431,3,308.99,63110,19048,2072696.13,6,1492.12,99848,4235,678653.51,72,6822.74,56808,37869,4163098.87
20160712,16,1323.05,46933,5815,456749.12,42,3491.96,45165,15678,1358110.82,83,7994.83,49334,11606,1344934.03,12,1685.84,55076,3131,590551.83,0,0,0,793,178838.87,0,0,0,358,65684.73,0,0,0,867,171712.77,0,0,0,28,12443.47,127,10777.97,44785,482690546,21,2612.02,47217,123331744,5,1105.69,91391,101050265,36,2275.94,45186,19047,2072170.64,5,349.25,54813,4231,678346.93,153,14495.68,48778,38490,4213390.12
20160713,10,877.97,63795,5804,455838.47,67,5480.96,49514,15591,1350822.45,51,5262.27,47826,11530,1336259.85,4,647.36,60745,3124,589493.25,2,709.13,135975,791,178129.74,0,0,0,362,66699.08,0,0,0,862,170672.26,0,0,0,28,12443.47,117,9748.10,50898,496157987,8,941.95,54696,51520777,10,2434.45,71467,173981838,31,1896.40,43299,19269,2084348.25,3,175.50,39582,4326,692970.82,135,13124.50,54986,38305,4194576.24
20160714,15,1479.92,81140,5790,454446.72,58,4856.19,54092,15532,1345890.33,22,2085.08,51536,11499,1333377.27,9,1296.18,71513,3060,581605.39,3,624.03,59060,788,177505.71,0,0,0,362,66699.08,0,0,0,862,170672.26,0,0,0,28,12443.47,87,7192.27,53305,383385313,10,1278.28,54247,69342815,10,1870.85,89286,167041598,36,2719.14,43907,19119,2070764,2,102.67,50718,4324,692868.15,107,10341.40,59931,38134,4176857.90
20160715,16,1391.55,65237,5771,452804.90,26,2167.80,53068,15322,1329635.48,36,3429.34,49264,11209,1307703.33,10,1597.91,74601,3050,580007.48,0,0,0,788,177505.71,0,0,0,362,66699.08,0,0,0,862,170672.26,0,0,0,28,12443.47,70,5927.51,52174,309261469,14,1782.78,53279,94984416,4,876.31,102389,89724152,42,2347.26,38920,19051,2066427.68,11,1060.43,59170,4313,691807.72,88,8586.60,57528,37605,4131689.38
20160718,13,1135.22,50551,5719,448380.08,15,1316.24,50170,15213,1319991.70,36,3696.21,54110,11136,1300240.61,2,304.60,77154,3039,577950.29,0,0,0,785,176983.01,0,0,0,362,66699.08,0,0,0,861,170243.21,0,0,0,28,12443.47,52,4489.92,45736,205351201,9,1150.47,63019,72501506,5,811.88,85078,69072779,6,357.81,24038,19316,2076824.55,0,0,0,4312,691756.51,66,6452.27,53768,37356,4107149.12
20160719,6,483.11,66487,5697,447096.05,37,3213.88,53544,15200,1318873.95,62,6056.60,39326,11072,1293953.73,6,849.63,66373,3084,583184.47,2,447,104481,783,176536.01,1,216.33,36728,384,72095.28,3,429.62,69256,858,169813.59,0,0,0,28,12443.47,97,8247.68,45008,371213289,11,1369.50,52148,71417327,9,2078.99,67606,140551606,32,2669.12,53464,19426,2085041.41,11,2080.24,69568,4301,689676.27,117,11696.17,49861,37319,4108214.22
20160720,10,938.79,64442,5795,455340.64,46,3978.13,50797,15257,1324059.67,70,7264.74,43220,10939,1267967.68,9,1382.05,63134,3089,583961.36,1,151.73,74000,782,176384.28,0,0,0,384,72095.28,9,1655.36,58668,849,168158.23,0,0,0,28,12443.47,108,9170.80,46160,423325155,21,2701.91,43593,117783542,16,3498.09,66049,231044453,36,2056.96,52662,19747,2103580.54,10,2156.94,70167,4252,684023.30,145,15370.80,50235,37336,4094628.28
20160721,10,816.18,46938,5784,454482.62,55,4525.54,48130,15202,1319538.96,45,4487.87,51173,10896,1263782.91,15,2683.10,79266,3026,568093.18,0,0,0,782,176384.28,1,158.51,54599,383,71936.77,1,189.09,42187,848,167969.14,0,0,0,28,12443.47,98,8223.19,49707,408753508,19,2470.72,50762,125419236,11,2286.13,81257,185764297,35,2428.40,50068,19712,2101152.14,4,983.89,72265,4103,673722.33,128,12980.04,55465,37161,4068729.25
20160722,9,787.11,50430,5754,452710.72,23,1915.82,44545,15150,1315136.61,62,7010.40,42939,10759,1248798.43,6,933.61,70420,3015,566501.41,0,0,0,782,176384.28,0,0,0,383,71936.77,1,174.17,96438,847,167794.97,0,0,0,28,12443.47,56,4779.60,47999,229417400,39,4980.06,37852,188506787,6,1061.45,85421,90670494,42,3094.45,51183,19670,2098057.69,20,2502.18,23042,4083,671220.15,101,10821.11,47000,36930,4045804.58
20160723,11,1006.10,71106,5743,451704.62,32,2540.99,46997,15117,1312511.84,45,5130.65,44597,10696,1242082.91,6,1163.56,76951,2815,498817.65,0,0,0,782,176384.28,0,0,0,376,70073.06,0,0,0,832,161228.47,0,0,0,28,12443.47,60,4953.53,47516,235373740,26,3265.88,37776,123370333,8,1621.89,92832,150563514,23,1338.57,54398,19608,2093653.38,0,0,0,4083,671220.15,94,9841.30,51752,36601,3959344.22
20160725,6,497.79,68003,5727,450405.54,47,4090.10,47553,14954,1298555.78,50,5928.47,46431,10589,1230264.19,3,683.58,90602,2807,497389.37,1,172.73,44636,781,176211.55,1,100.24,67188,363,66994.06,1,87.24,140940,831,161141.23,0,0,0,28,12443.47,77,6575.53,48035,315856958,24,3361.68,42056,141377743,8,1622.94,83215,135052326,34,1822.70,63073,19500,2081244.73,7,383.13,39240,4028,666370.79,109,11560.15,51235,36292,3927503.11
20160726,13,1046.45,53745,5707,448977.69,40,3314.85,48945,14908,1294739.16,82,10302.65,43564,10538,1223604.22,8,1215.25,66062,2869,509027.11,1,228.93,105935,1005,217892.01,0,0,0,363,66994.06,0,0,0,832,161357.14,0,0,0,28,12443.47,69,5754.44,50965,293276646,65,8488.82,42847,363724417,10,1864.87,61580,114837909,22,1628.50,51082,19446,2077680.67,0,0,0,4028,666370.79,144,16108.13,47916,36462,3969132.78
20160727,8,654.87,54539,5693,448048.12,52,4551.86,52822,15745,1349167.20,38,3561.47,52384,10562,1224298.19,21,2854.30,56346,3029,570450.56,3,465.95,78245,1000,216838.01,0,0,0,362,66893.82,0,0,0,847,167923.64,0,0,0,28,12443.47,89,7460.98,46719,348572919,24,2974.58,52646,156600369,9,1652.89,93674,154832343,31,2029.59,47149,19550,2093264.63,7,387.80,42955,4061,669982.47,122,12088.45,54598,37478,4090160.93
20160728,12,965.35,61932,5681,447082.77,31,2558.18,58920,15714,1346671.04,52,4934.26,52909,10407,1203205.41,7,884.45,50519,2980,563796.58,3,754.04,133721,998,216336.18,1,100.24,70782,364,67315.48,0,0,0,847,167923.64,0,0,0,28,12443.47,88,7368.57,51872,382226077,10,1223.55,58199,71209986,8,1604.40,106429,170754492,28,1958.33,55947,19450,2086564.63,2,102.42,50716,4059,669880.05,106,10196.52,61216,37231,4058872.49
20160729,4,321.39,45844,5672,446438.96,43,3337.57,41612,15659,1342338.88,19,1958.59,56061,10387,1201157.51,7,1280.47,76003,2973,562516.11,3,542.80,92222,996,216121.47,0,0,0,364,67315.48,0,0,0,847,167923.64,0,0,0,28,12443.47,61,4880.34,43410,211856317,6,758.66,52698,39979977,11,2043.54,82520,168633886,52,3724.39,59247,19335,2079056.33,0,0,0,4059,669880.05,78,7682.54,54731,37136,4050111.72
20160801,3,265.48,67608,5640,444018.85,12,1011.19,54678,15571,1334891.81,10,1069.40,54276,10344,1196907.49,0,0,0,2968,561629.98,3,538.15,76418,991,215214.35,0,0,0,369,68474.60,0,0,0,840,166181.13,0,0,0,28,12443.47,20,1699.06,54427,92474603,4,472.88,73209,34618867,4,712.28,63616,45312492,19,1047.21,47986,19216,2071752.30,0,0,0,4059,669880.05,28,2884.22,59776,36958,4033249.30
20160803,0,0,0,5585,439597.39,14,990.23,54367,15403,1321356.14,3,374.94,59725,10251,1187812.19,0,0,0,2952,559490.30,0,0,0,984,213030.08,0,0,0,367,68106.52,0,0,0,838,165926.11,0,0,0,28,12443.47,15,1079.51,54285,58601591,1,134.10,53035,7111955,1,151.56,69385,10515998,0,0,0,19226,2070964.89,0,0,0,4058,669828.59,17,1365.17,55839,36612,4000882.61
20160804,14,1211.03,48797,5531,435501.39,57,4787.29,44863,15560,1336967.03,73,7549.76,54606,10051,1168076.77,9,1396.54,64068,2897,552216.86,4,664.26,79051,980,212365.82,0,0,0,367,68106.52,1,128.95,25177,837,165797.16,0,0,0,28,12443.47,121,10229.47,46662,477330057,25,3124.98,39792,124349509,12,2383.38,96367,229678929,24,1982.81,57169,19164,2066700.32,4,342.84,62349,4054,669485.75,158,15737.83,52825,36455,3984595.43
20160805,17,1869.16,74779,5514,433632.23,49,4103.58,61282,15882,1359037.28,48,4807.03,56728,10268,1188501.14,13,2364.35,69385,2940,556735.42,2,672.08,169128,978,211693.74,1,100.14,66534,366,68006.38,0,0,0,837,165797.16,0,0,0,28,12443.47,93,7662.10,53920,413141678,18,2180.26,54750,119369995,21,4340.04,98754,428595591,26,2213.01,84048,19360,2081060.99,8,1439.99,69455,4046,668045.76,132,14182.40,67768,37015,4028701.17
20160808,2,173.24,74490,5516,433441.20,34,2810.94,54613,14940,1295170.65,34,3250.14,52616,10142,1178183.57,6,815.56,70800,2925,554540.92,1,195.51,39256,976,211269.30,1,101.05,72668,365,67905.33,0,0,0,836,165368.11,0,0,0,28,12443.47,61,5182.59,53086,275124526,14,1651.39,59243,97833953,3,512.46,72651,37230738,2,158.61,95975,18822,2050522.36,0,0,0,4045,667994.55,78,7346.44,55835,35929,3951057.15
20160809,14,1228.28,56823,5960,458255.31,42,3470.37,46885,15134,1310695.56,29,3031.88,56995,10332,1195639.52,13,2096.11,65825,2977,565401.01,1,334.66,116924,976,211269.30,0,0,0,365,67905.33,0,0,0,837,166002.31,0,0,0,28,12443.47,72,6012.54,46668,280592506,16,1932.10,53194,102776778,11,2216.66,89794,199042213,48,3269.07,51163,18838,2055487.65,2,111.12,22201,4082,671379.46,99,10161.30,57317,36810,4020346.41
20160810,20,1912.63,52830,5940,456342.68,42,3189.12,53554,15177,1314408.54,37,3544.76,52014,10424,1205507.66,8,1369.18,67110,2954,559581.91,3,771.75,102900,973,210497.55,0,0,0,366,68156.66,0,0,0,837,166002.31,0,0,0,28,12443.47,87,7034.40,49285,346692041,12,1424.06,57164,81405059,11,2328.98,85623,199414423,65,3929.55,100992,19128,2068391.67,3,119.53,58403,3808,609458.40,110,10787.44,58171,36900,4025675.38
20160811,11,921.75,43170,5927,455281.43,28,2352.91,46977,15040,1302391.10,16,1535.64,52744,10508,1233454.88,5,1126.50,78449,2958,560349.13,0,0,0,973,210497.55,1,188.17,47409,372,69832.20,1,87.41,138757,837,166343.95,0,0,0,28,12443.47,53,4511.99,48367,218229888,3,352.17,52184,18377806,6,1348.22,77238,104134313,27,1800.91,65265,19085,2064728.28,10,577.43,41666,4070,670719.33,62,6212.38,54849,36844,4043328.31
20160812,12,1035.10,54554,5898,453057.67,49,4062.92,56786,14977,1297017.39,23,2689.89,68031,10471,1228847.96,7,1284.32,85835,2947,558533.47,4,737.75,82218,969,209759.80,0,0,0,383,72709.91,2,349.76,60776,835,165994.19,0,0,0,28,12443.47,77,6252.94,49694,310732247,7,877.84,60859,53424894,14,3101.77,96917,300614488,34,2259.16,50666,19051,2062469.12,1,58.50,41187,4069,670660.83,98,10232.55,64966,36708,4031025.65
20160820,4,353.69,40071,5307,403903.65,11,843.63,43838,15033,1292626.10,34,3053.57,44291,10424,1218550.36,5,697.35,41230,3343,626682.47,0,0,0,936,203112.06,1,86.54,48092,409,74441.04,0,0,0,830,165149.56,0,0,0,28,12443.47,49,4224,44181,186618675,4,484.86,38260,18550519,2,325.92,43399,14144655,13,1170.59,123250,18924,2053872.18,9,520.85,41921,4078,674914.17,55,5034.78,43560,36532,4030763.90
20160822,16,1318.47,40052,5281,401887.68,15,1179.72,47406,15006,1290377.04,16,1405.62,40510,10388,1214956.17,0,0,0,3340,626284.36,0,0,0,936,203112.06,0,0,0,409,74441.04,0,0,0,830,165149.56,0,0,0,28,12443.47,46,3799.83,42570,161760419,1,103.98,37646,3914472,0,0,0,0,24,1067.97,49143,18897,2052633.76,1,58.39,42027,4077,674855.78,47,3903.81,42439,36440,4022506.57
20160823,13,1016.63,44612,5253,399713.14,12,1046.95,47683,15225,1306517.67,17,1507.30,49360,10719,1247462.97,2,343.03,23714,3337,625619.53,1,196.06,40772,935,202916,0,0,0,409,74441.04,0,0,0,830,165149.56,0,0,0,28,12443.47,41,3441.99,47791,164496368,1,128.89,40184,5179353,3,539.09,29918,16128297,19,1112.53,41849,18827,2039078.22,0,0,0,4044,657745.60,45,4109.97,45208,36958,4068118.57
20160824,8,660.52,32988,5588,428382.84,34,2596.01,37956,15314,1320370.02,36,3485.07,46612,10668,1242098.58,4,538.04,36375,3333,625081.49,0,0,0,935,202916,0,0,0,412,75128.39,0,0,0,830,165149.56,0,0,0,28,12443.47,75,6148.39,37538,230800301,4,486.51,35834,17433701,3,644.74,83923,54108221,89,5246.45,53406,19109,2055877.19,1,55.56,22869,4028,650211.68,82,7279.64,41533,37330,4105425.54
20160825,13,1055.25,35999,5574,427271.32,18,1536.67,40210,15281,1317749.02,14,1315.37,40566,10646,1239885.93,4,540.94,41138,3321,623427.99,0,0,0,935,202916,0,0,0,410,74634.65,0,0,0,830,165149.56,0,0,0,28,12443.47,42,3556.41,39321,139841584,6,733.96,40758,29914413,1,157.86,35692,5634319,18,1078.60,33957,19587,2083542.21,6,1697.07,12750,4021,648426.81,49,4448.23,39429,37247,4097333.13
20160826,18,1509.73,49586,5663,431635.04,33,2883.02,48418,15402,1325870.15,6,579.21,43581,10660,1241007.47,0,0,0,3320,623155.20,1,546.65,148998,933,202110.76,0,0,0,409,74533.60,0,0,0,830,165149.56,0,0,0,28,12443.47,52,4317.11,47840,206529327,5,654.85,50645,33165161,1,546.65,148998,81449786,25,1654.63,55803,19568,2081415.35,10,2298.70,72629,4011,646128.11,58,5518.61,58193,37467,4109760.44
20160829,20,1712.01,36981,5639,429577.99,16,1400.94,46915,15421,1327584.67,12,1049.56,45405,10624,1237270.20,3,372.46,42324,3313,622279.18,0,0,0,933,202110.76,0,0,0,409,74533.60,0,0,0,830,165149.56,0,0,0,28,12443.47,46,3937.28,42187,166101349,5,597.69,44094,26354804,0,0,0,0,9,536.01,52816,19949,2116296.59,0,0,0,4009,645812.10,51,4534.97,42438,37420,4104900.38
20160830,5,394.59,41908,5633,429110.95,36,3002.52,42921,15377,1323822.62,13,1354.29,40387,10611,1235918.48,2,242.73,31560,3305,620906.36,0,0,0,932,202009.71,0,0,0,408,74433.36,3,622.70,42530,827,164526.86,0,0,0,28,12443.47,48,4010.19,43545,174624573,8,983.94,33682,33140852,3,622.70,42530,26483121,10,430,54862,19933,2114941.51,0,0,0,4009,645812.10,59,5616.83,41705,37344,4097122.76
20160831,17,1428.03,41358,5616,427682.92,45,3631.96,42426,15330,1320016.43,27,2613.97,52251,10581,1232944.83,1,140.19,51278,3299,620135.35,0,0,0,932,202009.71,0,0,0,408,74433.36,0,0,0,827,164526.86,0,0,0,28,12443.47,82,6802.22,45318,308261286,7,817.92,45822,37478781,1,194.01,57632,11181224,29,1353.45,37138,18979,2052137.30,0,0,0,4008,645707.84,90,7814.15,45676,37244,4088143.88
20160901,3,268.13,42098,5613,427414.79,30,2565.46,44922,15291,1316650.28,35,3162.40,41046,10544,1229567.86,5,628.23,55763,3295,619650.43,0,0,0,932,202009.71,0,0,0,408,74433.36,0,0,0,827,164526.86,0,0,0,28,12443.47,68,5942.32,43294,257266960,5,681.90,50009,34101470,0,0,0,0,41,2222.63,56875,18938,2049914.67,0,0,0,4008,645707.84,73,6624.22,43985,37161,4080647.71
20160902,52,4847.97,64808,5562,422639.27,136,14050.38,71504,15464,1324276.82,76,12390.70,91926,11432,1305479.32,46,9506.78,94342,3525,635980.01,31,6174.11,91044,999,210912.55,6,848.79,73963,400,72699.66,3,445.97,84489,824,164080.89,0,0,0,28,12443.47,188,16016.95,54929,879799397,31,3699.63,65393,241929937,131,28548.12,101429,2895605480,91,7963.45,58903,19617,2119369.82,6,1006.29,67822,4334,666312.35,350,48264.70,83235,38457,4182462.94
20160904,19,1399.64,40000,5531,420135.35,27,2143.19,43775,15616,1337042.38,18,1598.33,41126,11504,1317236.16,6,765.32,47534,3501,631921.39,0,0,0,1084,241617.94,0,0,0,394,71290.67,0,0,0,825,165361.79,0,0,0,28,12443.47,61,4816.77,41832,201494858,9,1089.71,46270,50421081,0,0,0,0,1,46.12,90536,19574,2108237.04,7,369,39770,4317,665373.99,70,5906.48,42651,38702,4231089.73
20160905,5,294.26,55355,5526,419841.09,24,2010.93,50021,15588,1334693.01,14,1274.90,48544,11487,1315694.45,2,253.56,59133,3499,631667.83,0,0,0,1084,241617.94,0,0,0,394,71290.67,0,0,0,825,165361.79,0,0,0,28,12443.47,42,3437.25,50255,172737956,3,396.40,53034,21022674,0,0,0,0,7,306.19,47310,19567,2107930.85,0,0,0,4317,665373.99,45,3833.65,50542,38650,4226650.83
20160906,10,812.59,44757,5516,419028.50,62,5357.01,47241,15534,1330075.25,12,1538.01,39398,11471,1313562.88,1,127.40,45585,3492,630469.85,1,195.72,44360,1081,240966.50,0,0,0,394,71290.67,1,190.84,42758,823,164897.52,0,0,0,28,12443.47,73,6167.09,47279,291574857,12,1434.69,44071,63228764,4,734.83,33072,24302473,51,3421.16,47552,19506,2104151.02,16,937.12,35698,4303,664606.17,89,8336.61,45475,38556,4216660.18
