日期,一房成交套数,一房成交面积,一房成交均价,一房可售套数,一房可售面积,二房成交套数,二房成交面积,二房成交均价,二房可售套数,二房可售面积,三房成交套数,三房成交面积,三房成交均价,三房可售套数,三房可售面积,四房成交套数,四房成交面积,四房成交均价,四房可售套数,四房可 >售面积,四房以上成交套数,四房以上成交面积,四房以上成交均价,四房以上可售套数,四房以上可售面积,复式成交套数,复式成交面积,复式成交>均价,复式可售套数,复式可售面积,复式住宅成交套数,复式住宅成交面积,复式住宅成交均价,复式住宅可售套数,复式住宅可售面积,别墅成交套>数,别墅成交面积,别墅成交均价,别墅可售套数,别墅可售面积,90平方米以下成交套数,90平方米以下成交面积,90平方米以下成交均价,90平方米>以下成交金额,90~140平方米成交套数,90~140平方米成交面积,90~140平方米成交均价,90~140平方米成交金额,144平方米以上成交套数,144平方米以上成交面积,144平方米以上成交均价,144平方米以上成交金额,商业成交套数,商业成交面积,商业成交均价,商业可售套数,商业可售面积,办>公楼成交套数,办公楼成交面积,办公楼成交均价,办公楼可售套数,办公楼可售面积,住宅成交套数,住宅成交面积,住宅成交均价,住宅可售套数,住宅可售面积
20160305,0,0,0,1069,86002,0,0,0,7657,634253.29,4,573.92,30447,3750,419454.34,0,0,0,604,83901.49,0,0,0,334,58132.05,0,0,0,268,34017.13,0,0,0,187,36455.53,0,0,0,8,1953.44,0,0,0,0,4,573.92,30447,17474255,0,0,0,0,3,112.49,45436,5448,485561.67,0,0,0,526,67631.57,4,573.92,30447,13880,1354248.97
20160307,1,79.77,39694,1068,85922.23,6,580.32,29829,7652,633762.06,3,351.94,26055,3747,419102.40,1,245.87,16695,603,83655.62,0,0,0,334,58132.05,0,0,0,268,34017.13,0,0,0,187,36455.53,0,0,0,8,1953.44,8,700.06,34321,24026495,1,137.83,17106,2357777,2,420.01,17541,7367291,1,49.57,18659,5447,485512.10,0,0,0,526,67631.57,11,1257.90,26832,13870,1353080.16
20160309,4,282.60,64284,1054,84770.50,27,2403.53,53557,7612,630174.27,6,633.26,46716,3734,417693.89,1,89.85,48438,600,83315.63,5,957.58,39691,329,57232.95,1,101.05,70457,266,33828.56,2,408.10,40184,185,36047.43,0,0,0,8,1953.44,36,3127.72,53086,166038123,3,339.67,55157,18735204,7,1408.58,40878,57579784,16,863.44,24315,5431,484480.21,1,66.78,31971,525,67564.79,46,4875.97,49704,13791,1345096.37
20160311,3,267.62,40266,1029,82651.31,28,2528.62,29805,7517,621804.48,11,1213.43,33043,3711,415104.59,2,179.47,52773,593,82351.73,2,393.23,39007,321,55739.47,0,0,0,266,33828.56,1,127.71,40557,183,35619.44,0,0,0,8,1953.44,35,3073.61,33069,101642382,9,1093.04,30349,33172923,3,543.43,39400,21411347,15,862.84,30183,5394,482293.94,0,0,0,524,67468.03,47,4710.08,33169,13631,1329132.72
20160314,0,0,0,1024,82313.87,11,949.24,34976,7606,628510.44,9,866.10,35641,3780,420476.93,0,0,0,592,82254.38,0,0,0,320,55602.78,0,0,0,262,33450.06,0,0,0,183,35640.19,0,0,0,8,1953.44,17,1460.74,35894,52431459,2,180.46,44042,7947879,1,174.14,21189,3689795,5,224.45,22282,5373,481772.76,0,0,0,524,67468.03,20,1815.34,35293,13778,1340281.79
20160315,3,229.78,32262,1021,82084.09,16,1374.47,38594,7593,627402.60,3,389.88,41442,3777,420087.05,4,408.27,47678,588,81846.11,5,959.58,39933,315,54643.20,0,0,0,262,33450.06,0,0,0,183,35640.19,0,0,0,8,1953.44,22,1873.48,39286,73602070,2,228.57,44238,10111453,7,1259.93,40231,50688050,7,444.43,27694,5366,481328.33,0,0,0,524,67468.03,31,3361.98,39977,13750,1337186.44
20160317,1,77.19,28896,1013,81497.14,14,1235.25,42164,7522,621055.99,4,473.44,41710,3760,418091.90,0,0,0,588,81846.11,0,0,0,313,54307.98,0,0,0,261,33364.36,1,189,28436,180,35134.39,0,0,0,8,1953.44,16,1395.25,41487,57884211,1,90.23,43967,3967148,3,489.40,35929,17583785,4,337.07,23654,5358,480671.86,0,0,0,524,67468.03,20,1974.88,40223,13648,1327331.01
20160318,8,648.52,39284,1005,80848.62,41,3570.44,32714,7490,618285.80,12,1518.49,49675,3750,416848.51,2,274.47,34529,587,81695.15,3,524.34,63464,310,53783.64,0,0,0,261,33364.36,1,270.50,38416,179,34863.89,0,0,0,8,1953.44,54,4638.43,34606,160518506,1,123.51,31758,3922434,12,2044.82,52040,106413313,9,549.17,28242,5349,480122.69,2,101.82,22401,522,67366.21,67,6806.76,39792,13593,1321723.11
20160320,3,213.57,62239,986,79206.85,6,533.09,38913,7462,615791.81,5,458.52,34602,3742,415982.76,0,0,0,586,81544.31,0,0,0,310,53783.64,1,100.24,72177,260,33264.12,0,0,0,179,34863.89,0,0,0,8,1953.44,13,1064.52,45136,48047877,2,240.90,37731,9089302,0,0,0,0,3,114.85,44023,5344,479919.32,0,0,0,522,67366.21,15,1305.42,43769,13536,1316470.52
20160321,2,138.95,20179,932,74172.12,28,2394.18,29098,7434,613397.63,5,493.41,32278,3730,414636.95,2,257.90,39301,584,81286.41,0,0,0,310,53783.64,0,0,0,260,33264.12,2,406.76,36939,177,34457.13,0,0,0,8,1953.44,33,2799.68,29307,82049348,4,484.76,34000,16481991,2,406.76,36939,15025156,11,630.44,36967,5333,479288.88,0,0,0,522,67366.21,39,3691.20,30764,13438,1307031.14
20160322,6,504.16,34270,978,78563.74,20,1836.52,41865,7419,612006.33,16,2350.17,52937,3721,413139.18,2,179.70,52632,582,81106.71,3,564.90,40137,307,53218.74,1,85.71,35259,259,33178.41,0,0,0,177,34457.13,0,0,0,8,1953.44,29,2539.57,40699,103357202,6,788.39,44664,35212767,13,2193.20,52506,115156674,9,479.71,41268,5324,478809.17,0,0,0,522,67366.21,48,5521.16,45955,13454,1307703.38
20160323,15,1318.64,39831,799,62460.25,39,3465.50,36244,7368,607444.72,12,1492.62,29143,3638,401676.57,1,89.85,52907,581,81016.86,0,0,0,307,53218.74,1,100.24,72382,258,33078.17,1,211.94,40795,176,34245.19,0,0,0,8,1953.44,55,4831.94,36965,178612656,13,1634.91,33655,55023240,1,211.94,40795,8645991,7,281.33,45404,6349,543141,1,207.09,16252,521,67159.12,69,6678.79,36276,13138,1275173.64
20160324,1,70.71,16359,779,61225.87,24,2070.46,37251,7190,591868.40,12,1701.74,53220,3606,397734.58,2,213.56,47642,579,80803.30,0,0,0,307,53218.74,0,0,0,258,33078.17,0,0,0,176,34245.19,0,0,0,8,1953.44,28,2375.54,37877,89978696,2,228.39,39363,8990142,9,1452.54,55114,80055749,10,542.25,32004,6339,542598.75,0,0,0,521,67159.12,39,4056.47,44133,12906,1254207.39
20160325,16,1366.81,40340,820,65185.04,12,1085.08,45284,7179,590909.30,1,82.81,43619,3613,398916.48,2,250.83,39235,577,80552.47,5,956.68,37611,302,52262.06,1,85.70,49338,257,32992.47,1,190.84,32661,175,34054.35,0,0,0,8,1953.44,29,2500.44,42251,105646411,3,370.79,43985,16309253,6,1147.52,36788,42214755,10,465.35,47060,6297,537763.77,0,0,0,521,67159.12,38,4018.75,40851,12934,1256905.31
20160326,3,268.77,40705,810,64297.53,49,3986.26,36984,7177,591116.65,16,1733.63,38613,3585,395642.83,0,0,0,503,71111.13,0,0,0,302,52262.06,0,0,0,257,32992.47,0,0,0,175,34054.35,0,0,0,8,1953.44,59,4802.54,37098,178166532,4,438.24,31424,13771465,5,747.88,44620,33370376,12,697.25,27942,6171,530430.79,1,206.93,21009,520,66952.19,68,5988.66,37622,12820,1243510.16
20160327,0,0,0,810,64297.53,30,2657.27,31917,7147,588459.38,37,4827.36,32775,3548,390815.47,1,126.43,47897,502,70984.70,0,0,0,302,52262.06,0,0,0,257,32992.47,0,0,0,175,34054.35,0,0,0,8,1953.44,32,2818.28,32639,91986084,34,4469.43,30742,137399024,2,323.35,60928,19701113,17,825.71,23940,6154,529628.13,0,0,0,520,66952.19,68,7611.06,32727,12752,1235899.10
20160328,0,0,0,810,64297.53,14,1236.73,33101,7137,587579.13,6,810.45,44465,3543,390133.12,1,121.27,29322,502,70984.70,0,0,0,302,52262.06,1,85.71,27000,256,32906.76,0,0,0,175,34054.35,0,0,0,8,1953.44,15,1322.44,32706,43251539,4,492.02,28445,13995636,3,439.70,58214,25596678,21,888.96,28040,6132,528696.73,0,0,0,520,66952.19,22,2254.16,36752,12736,1234250.79
20160329,1,79.52,47787,847,67586.11,30,2754.11,33804,7121,586042.32,11,1461.46,36134,3584,396118.93,1,125.77,56459,501,70858.93,0,0,0,302,52262.06,4,401.77,69993,252,32504.99,0,0,0,175,34054.35,0,0,0,8,1953.44,28,2443.95,35625,87065766,16,1907.37,41842,79807236,3,471.31,38313,18057166,23,1279.36,24470,6109,527417.37,0,0,0,520,66952.19,47,4822.63,38346,12793,1241460.83
20160330,1,76.67,38829,846,67509.44,29,2796.29,32727,7092,583246.03,20,2224.07,35345,3566,394066.46,3,339.33,52173,498,70519.60,5,910.54,42576,297,51351.52,0,0,0,252,32504.99,0,0,0,175,34054.35,0,0,0,8,1953.44,32,2795.60,33616,93975828,20,2462.38,35372,87098904,6,1088.92,44536,48496012,25,1385.52,27617,6084,526023.73,0,0,0,520,66952.19,58,6346.90,36171,12737,1235285.53
20160331,19,1662.45,42758,853,68186.26,25,2266.54,44486,7096,583556.59,17,2211.77,42268,3554,392840.59,0,0,0,572,79960.94,1,195.51,40361,296,51156.01,3,300.70,71988,249,32204.29,0,0,0,175,34054.35,0,0,0,8,1953.44,45,3891.73,44557,173404939,13,1648.68,46687,76972486,7,1096.56,40635,44558313,7,344.39,26172,6192,532363.91,0,0,0,520,66952.19,65,6636.97,44438,12806,1243992.17
20160401,15,1310.15,33100,845,67494.85,57,4775.10,36876,7044,579225.79,31,3702.51,40790,3523,389138.08,5,611.34,39826,567,79349.60,0,0,0,296,51156.01,3,300.72,70320,246,31903.57,2,406.87,34589,173,33647.48,0,0,0,8,1953.44,83,6957.72,36655,255034274,22,2743.56,41683,114360934,8,1405.41,43155,60651038,1,30.83,47356,6190,532285.57,0,0,0,520,66952.19,113,11106.69,38720,12705,1233948.52
20160405,0,0,0,824,65845.35,4,351.32,27708,7007,576065.67,0,0,0,3488,385931.28,2,179.47,49396,560,78510.44,0,0,0,296,51156.01,0,0,0,246,31903.57,0,0,0,173,33647.48,0,0,0,8,1953.44,6,530.79,35041,18599348,0,0,0,0,0,0,0,0,7,445.48,28916,6180,531689.50,0,0,0,520,66952.19,6,530.79,35041,12605,1225092.94
20160406,16,1406.91,39780,811,64588.91,37,3141.10,32802,6915,566212.34,19,2444.08,42091,3483,383803.49,0,0,0,542,74858.34,1,197.72,38770,295,50958.29,3,302.34,72119,243,31601.23,0,0,0,173,33647.48,0,0,0,8,1953.44,58,4908.85,35671,175103640,12,1545.87,44312,68500385,6,1037.43,46020,47742170,0,0,0,6113,527468.88,0,0,0,520,66952.19,76,7492.15,38887,12473,1207703.22
20160407,8,662.50,45407,803,63926.41,23,2038.73,39131,6897,564610.30,13,1458.87,40498,3694,401333.07,3,368.51,37916,571,78325.49,0,0,0,295,50958.29,0,0,0,243,31601.23,0,0,0,173,33647.48,0,0,0,8,1953.44,37,3196.07,42763,136672778,9,1158.40,36754,42575436,1,174.14,21041,3664062,18,971.16,28370,6107,526944.59,0,0,0,520,66952.19,47,4528.61,40390,12687,1226435.41
20160408,7,626.23,37852,796,63300.18,15,1399.43,35806,6882,563210.87,9,1176.47,38260,3686,400334.71,0,0,0,571,78325.49,1,172.73,45846,294,50785.56,1,100.24,68190,242,31500.99,0,0,0,173,33647.48,0,0,0,8,1953.44,22,1937.66,39190,75937642,8,1040.42,37950,39483649,3,497.02,36532,18156909,20,1018.19,30402,6079,519301.45,0,0,0,520,66952.19,33,3475.10,38439,12655,1223138.42
20160411,12,1153.62,38075,776,61511.87,17,1497.82,26369,6818,557589.21,12,1449.31,30497,3651,396096.12,0,0,0,570,78183.32,0,0,0,293,50639.34,0,0,0,242,31500.99,0,0,0,173,33647.48,0,0,0,8,1953.44,28,2473.38,31672,78337257,13,1627.37,30284,49283300,0,0,0,0,0,0,0,6038,516869.83,0,0,0,519,66887.03,41,4100.75,31121,12534,1211201.47
20160412,14,1110.67,39923,762,60401.20,34,2898.48,36692,6782,554513.20,31,3764.39,33289,3620,392331.73,0,0,0,570,78183.32,0,0,0,293,50639.34,0,0,0,242,31500.99,0,0,0,173,33647.48,0,0,0,8,1953.44,56,4696.22,37417,175718149,21,2781.93,30587,85090156,2,295.39,51450,15197705,14,1040.06,34425,6024,515829.77,0,0,0,519,66887.03,79,7773.54,35506,12453,1203250.40
20160413,9,884.02,37618,753,59517.18,25,2198.25,39257,6761,552662.08,16,2071.44,35741,3598,389359.09,4,522.03,37627,566,77661.29,1,195.51,39206,292,50443.83,0,0,0,242,31500.99,0,0,0,173,33647.48,0,0,0,8,1953.44,34,2983.38,39618,118194979,15,1917.42,32332,61994550,6,970.45,41946,40706617,31,1831.10,37010,5993,513998.67,0,0,0,519,66887.03,55,5871.25,37623,12396,1196825.08
20160414,19,1629.64,36364,1325,109248.54,39,3437.36,33936,6726,549564.94,17,2275.32,32268,3581,387083.77,1,121.27,36328,565,77540.02,5,884.83,43736,287,49559,0,0,0,242,31500.99,1,318.57,48584,172,33328.91,0,0,0,8,1953.44,58,5067,34717,175909396,16,2096.29,31125,65247537,8,1503.70,44393,66753776,31,2013.93,35364,5962,511984.74,0,0,0,519,66887.03,82,8666.99,35527,12913,1240197.67
20160415,9,763.86,39572,1316,108484.68,24,2134.34,40606,6706,547773.72,21,2516.49,37168,4296,452080.64,0,0,0,565,77540.02,0,0,0,287,49559,0,0,0,242,31500.99,0,0,0,172,33328.91,0,0,0,8,1953.44,39,3412.15,41476,141522520,14,1852.39,33799,62609806,1,150.15,41928,6295438,39,2282.06,34350,5923,509702.68,0,0,0,519,66887.03,54,5414.69,38862,13599,1302639.46
20160416,5,429.75,36816,1311,108054.93,18,1577.15,33229,6691,546456.42,7,830.41,37696,4291,451493.59,2,220.07,38105,563,77319.95,0,0,0,287,49559,0,0,0,242,31500.99,0,0,0,172,33328.91,0,0,0,8,1953.44,25,2178.48,33958,73976879,6,728.70,38199,27835568,1,150.20,40644,6104732,32,1833.54,36049,5891,507869.14,0,0,0,519,66887.03,32,3057.38,35297,13572,1300085.29
20160419,1,49.98,37131,1299,107109.33,33,2841.14,31507,6748,551563.85,12,1861.88,42423,4365,456845.81,2,220.47,49968,561,77099.48,0,0,0,287,49559,0,0,0,239,31200.30,0,0,0,169,32758.15,0,0,0,8,1953.44,35,2980.17,32213,95999099,3,342.70,44551,15267520,10,1650.60,42475,70109584,8,448.97,27716,5867,506555.43,0,0,0,519,66887.03,48,4973.47,36469,13683,1308507.42
20160420,5,408.21,40180,1294,106701.12,13,1187.54,36324,6735,550376.31,5,724.21,32456,4360,456121.60,2,274.47,37986,559,76825.01,0,0,0,287,49559,0,0,0,239,31200.30,0,0,0,169,32758.15,0,0,0,8,1953.44,17,1475.79,35804,52839304,6,793.54,39575,31404636,2,325.10,28376,9225109,35,2001.58,37182,5832,504553.85,0,0,0,519,66887.03,25,2594.43,36027,13658,1305912.99
20160421,6,504.55,39170,1311,107681.22,18,1587.32,43798,6806,556508.30,10,1083.34,38889,4379,458358.24,2,335.72,27483,557,76489.29,1,172.73,47235,286,49386.27,0,0,0,239,31200.30,0,0,0,169,32758.15,0,0,0,8,1953.44,31,2703.84,42167,114011896,3,411.02,40644,16705638,3,568.80,31789,18081399,23,1263.49,37946,5809,503290.36,0,0,0,519,66887.03,37,3683.66,40394,13762,1314753.27
20160422,2,153.57,36311,1310,107592.20,29,2558.50,30058,6743,551225.82,12,1395.62,34223,4367,456962.62,0,0,0,557,76489.29,1,189.02,63755,285,49197.25,0,0,0,239,31200.30,0,0,0,169,32758.15,0,0,0,8,1953.44,34,2978.18,32775,97609289,9,1129.51,28892,32634090,1,189.02,63755,12050958,17,999.97,34416,5792,502290.39,0,0,0,519,66887.03,44,4296.71,33117,13685,1307797.13
20160425,5,413.22,45999,1362,111134.26,14,1248.59,38682,7124,584830.31,6,852.43,39490,4739,503429.28,2,272.01,37524,587,80006.19,0,0,0,289,49800.54,1,101,75828,245,32894.68,0,0,0,175,33888.38,0,0,0,8,1953.44,19,1661.81,40501,67305762,6,752.10,36628,27548183,3,473.34,50662,23980152,0,0,0,5752,490465.67,0,0,0,519,66887.03,28,2887.25,41158,14536,1398355.14
20160426,3,230.46,26242,1359,110903.80,27,2371.59,31265,7121,585152.84,11,1472.29,31943,4735,502889.28,2,211.01,41957,585,79795.18,0,0,0,289,49800.54,0,0,0,228,31393.65,2,378,33199,173,33510.38,0,0,0,8,1953.44,31,2670.49,31909,85213541,9,1116.44,32980,36820192,5,876.42,30345,26594961,4,235.47,30740,5748,490230.20,0,0,0,519,66887.03,45,4663.35,31872,14505,1395817.17
20160427,0,0,0,1359,110903.80,19,1649.24,40245,7102,583503.60,7,967.51,39764,4728,501921.77,0,0,0,585,79795.18,0,0,0,289,49800.54,4,402.53,71348,224,30991.12,5,945.24,40079,168,32565.14,0,0,0,8,1953.44,20,1728.41,40586,70150072,6,666.28,61513,40985042,9,1569.83,38421,60314752,6,384.87,33199,5742,489845.33,0,0,0,519,66887.03,35,3964.52,43246,14470,1391852.65
20160428,3,267.44,33801,1356,110636.36,19,1676.32,46577,7083,581827.28,5,729.02,42172,4723,501192.75,4,485.49,30792,581,79309.69,0,0,0,289,49800.54,0,0,0,224,30991.12,0,0,0,168,32565.14,0,0,0,8,1953.44,22,1943.76,44819,87117233,7,914.21,36183,33078453,2,300.30,42007,12614708,24,1440.38,37152,5718,488404.95,0,0,0,519,66887.03,31,3158.27,42052,14439,1388694.38
20160429,5,429.11,33656,1351,110207.25,3,290.34,43870,7241,595676.19,1,150.15,42108,4745,503921.51,1,89.85,47921,580,79219.84,0,0,0,289,49800.54,0,0,0,224,30991.12,0,0,0,168,32565.14,0,0,0,8,1953.44,8,696.23,38311,26673142,1,113.07,42559,4812154,1,150.15,42108,6322465,4,182.13,40562,6409,539800.97,0,0,0,615,83900.87,10,959.45,39406,14613,1404753.09
20160503,1,71.19,61683,1349,110046.46,8,696,41775,7628,628894.07,1,131.32,65327,5242,550152.20,1,121.68,29198,684,93254.73,0,0,0,289,49800.54,0,0,0,224,30991.12,0,0,0,204,38027.44,0,0,0,8,1953.44,9,767.19,43622,33466355,2,253,47951,12131531,0,0,0,0,3,159.24,23255,7480,698580.46,0,0,0,955,103075.14,11,1020.19,44695,15635,1503538.06
20160504,4,330.69,37682,1213,98552.15,5,442.35,48223,7611,626871.42,6,879.45,53475,5227,548038.29,0,0,0,684,93254.73,0,0,0,288,49490.89,0,0,0,224,30991.12,0,0,0,204,38027.44,0,0,0,8,1953.44,10,858.21,42638,36592508,1,142.20,63182,8984534,4,652.08,54049,35244235,23,1399.29,38657,7457,697181.17,0,0,0,955,103075.14,15,1652.49,48909,15466,1487597.54
20160505,3,264.07,35161,1210,98288.08,25,2249.23,36959,7585,624533.22,10,1121.07,29574,5217,546917.22,2,370.41,26273,682,92884.32,0,0,0,288,49490.89,0,0,0,224,30991.12,1,189,33232,203,37838.44,0,0,0,8,1953.44,29,2541.23,37461,95195925,9,1052.18,31418,33056999,3,600.37,22202,13329172,29,1633.22,35881,7428,695547.95,0,0,0,955,103075.14,41,4193.78,33760,15424,1483314.79
20160506,3,225.33,28382,1207,98062.75,22,1989.07,37756,7546,621024.82,3,372.26,41549,5206,545637.57,1,121.92,28609,682,92884.32,0,0,0,288,49490.89,0,0,0,224,30991.12,2,407.05,37063,201,37431.39,0,0,0,8,1953.44,25,2164.21,37285,80692577,3,394.22,35534,14008340,3,557.20,37394,20835913,17,1047.64,33193,7411,694500.31,0,0,0,955,103075.14,31,3115.63,37083,15369,1477894.36
20160509,3,268.75,41676,1202,97614.98,5,466.96,34858,7492,616204.32,1,79.09,42736,5175,541543.84,1,121.39,36386,678,92362.05,0,0,0,288,49490.89,0,0,0,224,30991.12,0,0,0,201,37431.39,0,0,0,8,1953.44,8,704.47,39186,27605302,2,231.72,33097,7669212,0,0,0,0,6,241.94,39475,7403,694126.70,0,0,0,955,103075.14,10,936.19,37679,15275,1468010.09
20160510,0,0,0,1202,97614.98,22,2099.27,37862,7471,614194.14,2,300.30,41678,5139,536559.16,0,0,0,678,92362.05,0,0,0,288,49490.89,1,101,75890,223,30890.12,0,0,0,201,37431.39,0,0,0,8,1953.44,17,1486.22,37446,55653107,6,714.05,44106,31493686,2,300.30,41678,12515781,29,1655.68,38132,7374,692471.02,0,0,0,955,103075.14,25,2500.57,39856,15217,1460914.23
20160511,1,89.24,46649,1201,97525.74,11,958.81,41975,7502,616983.80,13,1216.17,49384,5192,544155.46,2,244.88,34637,678,92362.05,2,292.42,64350,286,49198.47,0,0,0,223,30890.12,0,0,0,201,37431.39,0,0,0,8,1953.44,23,2006.16,48299,96895895,4,502.94,31921,16054482,2,292.42,64350,18817284,10,675.67,68464,7364,691795.35,0,0,0,955,103075.14,29,2801.52,47034,15298,1470918.53
20160512,3,240.71,32882,1198,97285.03,21,1839.58,41621,7481,615144.22,26,2509.41,50222,5166,541646.05,7,877.03,49885,671,91485.02,0,0,0,286,49198.47,0,0,0,223,30890.12,3,620.94,35993,198,36810.45,0,0,0,8,1953.44,48,4201.04,45447,190925817,6,787.28,50380,39663424,6,1099.35,41860,46018954,19,1011.22,43655,7345,690784.13,0,0,0,955,103075.14,60,6087.67,45437,15238,1464830.86
20160513,3,228.63,38706,1195,97056.40,35,3066.77,40704,7453,612701.38,4,489.20,35528,5163,541284.95,0,0,0,671,91485.02,0,0,0,286,49198.47,0,0,0,223,30890.12,0,0,0,198,36810.45,0,0,0,8,1953.44,39,3384.45,40325,136479584,2,250,33308,8326905,1,150.15,41648,6253517,18,834.49,42351,7241,684540.82,0,0,0,955,103075.14,42,3784.60,39914,15204,1461798.29
20160517,7,536.70,29458,1186,96341.21,31,2577.67,35226,7292,598619.87,16,1568.43,43888,5150,539387.87,3,352.12,53835,655,85779.30,2,344.19,44296,297,50109.98,0,0,0,223,30890.12,0,0,0,226,39929.86,0,0,0,8,1953.44,51,4236.95,38083,161355449,4,497.67,42390,21096357,4,644.49,42201,27198193,16,976.81,34992,6913,671241.58,0,0,0,955,103075.14,59,5379.11,38975,15044,1443429.71
20160518,9,715.49,35956,1193,96704.62,9,795.20,39491,7352,603997.12,13,1214.27,38880,5137,538173.60,8,996.54,28603,647,84782.76,0,0,0,297,50109.98,1,100.24,73257,221,30689.64,0,0,0,226,39929.86,0,0,0,8,1953.44,28,2380.36,38258,91066679,12,1441.38,34079,49120198,0,0,0,0,34,1507.97,54111,6879,669733.61,0,0,0,955,103075.14,40,3821.74,36681,15089,1446819.83
20160519,1,89.37,41757,1192,96615.25,18,1571.70,37733,7352,604033.72,6,706.50,39138,5149,539232.39,2,228.44,42266,658,85718.03,0,0,0,297,50109.98,0,0,0,221,30689.64,0,0,0,226,39929.86,0,0,0,8,1953.44,23,2009.59,38930,78234291,2,262.09,46014,12059700,2,324.33,30984,10048972,18,1148.26,50727,7284,688608.02,0,0,0,955,103075.14,27,2596.01,38653,15111,1448761.12
20160520,10,784.57,30480,1182,95830.68,25,2204.95,36639,7329,602006.04,4,440.30,38954,5134,537852.82,6,795.88,40549,653,85072.99,0,0,0,295,49951.80,1,100.24,68611,221,30689.64,0,0,0,216,38761.50,0,0,0,8,1953.44,38,3240.30,35846,116150443,4,482.97,41827,20201246,4,602.67,40903,24650858,34,1668.17,38824,7239,686136.37,0,0,0,955,103075.14,46,4325.94,37218,15046,1442597.72
20160521,3,218.19,28249,1179,95612.49,10,868.44,41024,7319,601137.60,8,1093.72,38513,5126,536759.10,1,122.43,52120,652,84950.56,0,0,0,295,49951.80,0,0,0,221,30689.64,0,0,0,216,38761.50,0,0,0,8,1953.44,15,1262.20,38388,48453369,2,265.84,50921,13536709,5,774.74,36534,28304678,20,921.54,49803,7219,685214.83,0,0,0,955,103075.14,22,2302.78,39211,15024,1440294.94
20160523,2,178.42,41352,1165,94450.10,11,958.50,38828,7300,599493.89,4,558.61,35886,5122,536200.49,0,0,0,652,84950.56,0,0,0,295,49951.80,0,0,0,221,30689.64,0,0,0,216,38761.50,0,0,0,8,1953.44,13,1136.92,39224,44594572,4,558.61,35886,20046320,0,0,0,0,3,131.50,24555,7211,684806.97,0,0,0,955,103075.14,17,1695.53,38124,14987,1436930.23
20160524,3,247.24,33873,1162,94202.86,24,2000.65,42997,7298,599452.26,5,502.51,37667,5111,535175.18,0,0,0,652,84950.56,0,0,0,294,49872.10,0,0,0,221,30689.64,0,0,0,209,37946.23,0,0,0,8,1953.44,31,2600.25,41419,107700711,0,0,0,0,1,150.15,37453,5623521,25,1532.55,39095,7172,682142,0,0,0,955,103075.14,32,2750.40,41203,14963,1434721.08
20160527,12,984.21,29523,1278,104383.27,17,1493.52,35109,7617,629719.24,3,345.89,38462,5779,594007.17,0,0,0,649,84524.98,2,393.23,40080,288,48850.21,0,0,0,220,30395.52,0,0,0,208,37757.14,0,0,0,8,1953.44,30,2565.57,34079,87430895,2,258.05,28542,7365183,2,393.23,40080,15760785,20,1081.58,40169,7258,705299.60,6,349.86,38539,1632,166477.95,34,3216.85,34368,16055,1532069.78
20160530,0,0,0,1276,104204.49,0,0,0,7576,626091.52,3,259.32,51866,5557,559588.84,0,0,0,647,84249.20,1,146.22,62343,287,48703.99,0,0,0,208,27441.36,0,0,0,208,37757.14,0,0,0,0,0,3,259.32,51866,13449964,0,0,0,0,1,146.22,62343,9115863,0,0,0,7246,704677.71,0,0,0,1632,166477.95,4,405.54,55644,15767,1488515.35
20160531,4,317.49,28880,1269,103669.23,32,2819.35,38194,7502,619564.13,19,1940.93,34891,5538,557647.91,0,0,0,647,84249.20,1,172.73,46590,286,48531.26,0,0,0,207,27341.12,0,0,0,208,37757.14,0,0,0,0,0,48,4133.55,36526,150981839,5,643.92,33571,21617348,3,473.03,42323,20020118,13,1095.96,32721,7219,702744.77,0,0,0,1632,166477.95,56,5250.50,36686,15665,1479238.80
